Order_ID,Material_ID,Item_ID,Source,Destination,Available_Time,Deadline,Danger_Type,Area,Weight
A140109,B-6128,P01-79c46a02-e12f-41c4-9ec9-25e48597ebfe,City_61,City_54,2022-04-05 23:59:59,2022-04-11 23:59:59,type_1,38880,30920000
A140109,B-6128,P01-43f08b0f-87f8-4a3f-91b8-40ed1947bdaa,City_61,City_54,2022-04-05 23:59:59,2022-04-11 23:59:59,type_1,38880,30920000
A140109,B-6128,P01-899d7387-aab0-4443-b6ba-7520fb4ee981,City_61,City_54,2022-04-05 23:59:59,2022-04-11 23:59:59,type_1,38880,30920000
A140109,B-6128,P01-acc23cdf-7fe7-4388-b8ff-5704eed86ef5,City_61,City_54,2022-04-05 23:59:59,2022-04-11 23:59:59,type_1,38880,30920000
A140109,B-6128,P01-cd0377d4-770c-45c3-9bd8-a5b098246e7e,City_61,City_54,2022-04-05 23:59:59,2022-04-11 23:59:59,type_1,38880,30920000
A140109,B-6128,P01-ba00d24b-9234-4326-82a2-bdb72862ccd3,City_61,City_54,2022-04-05 23:59:59,2022-04-11 23:59:59,type_1,38880,30920000
A140109,B-6128,P01-6994ea5a-2138-43c8-b552-91ff209887f8,City_61,City_54,2022-04-05 23:59:59,2022-04-11 23:59:59,type_1,38880,30920000
A140109,B-6128,P01-d06ba800-3c1e-446e-a456-83447198d5aa,City_61,City_54,2022-04-05 23:59:59,2022-04-11 23:59:59,type_1,38880,30920000
A140109,B-6128,P01-06c3fc32-71de-4ad1-9042-041ab499b8c4,City_61,City_54,2022-04-05 23:59:59,2022-04-11 23:59:59,type_1,38880,30920000
A140110,B-6128,P01-69f2a2b9-39f7-44cb-a3be-a5d8ba434455,City_61,City_54,2022-04-06 23:59:59,2022-04-12 23:59:59,type_1,38880,30920000
A140110,B-6128,P01-1fc56a04-e7ad-4bbc-8490-5113b38ef0ee,City_61,City_54,2022-04-06 23:59:59,2022-04-12 23:59:59,type_1,38880,30920000
A140110,B-6128,P01-ce8e41ef-bc80-469a-b39c-9be0f769ea22,City_61,City_54,2022-04-06 23:59:59,2022-04-12 23:59:59,type_1,38880,30920000
A140110,B-6128,P01-e0ff5073-01eb-49df-a7d5-140b6e54e50d,City_61,City_54,2022-04-06 23:59:59,2022-04-12 23:59:59,type_1,38880,30920000
A140110,B-6128,P01-0cd66c2a-689a-4ca4-b4f1-69174e7ec4dd,City_61,City_54,2022-04-06 23:59:59,2022-04-12 23:59:59,type_1,38880,30920000
A140110,B-6128,P01-afb96755-680b-4fc4-ab61-d676385cdff0,City_61,City_54,2022-04-06 23:59:59,2022-04-12 23:59:59,type_1,38880,30920000
A140110,B-6128,P01-9901aba5-d011-4759-a76f-6e42f922742b,City_61,City_54,2022-04-06 23:59:59,2022-04-12 23:59:59,type_1,38880,30920000
A140110,B-6128,P01-32ea426d-9cad-447d-8209-f2d7f690ab65,City_61,City_54,2022-04-06 23:59:59,2022-04-12 23:59:59,type_1,38880,30920000
A140110,B-6128,P01-8819dc25-91d3-4e3d-b9c7-cea2d0bdbfb6,City_61,City_54,2022-04-06 23:59:59,2022-04-12 23:59:59,type_1,38880,30920000
A140112,B-6128,P01-9046e253-7a1d-4fd2-9c27-c743e9219847,City_61,City_54,2022-04-07 23:59:59,2022-04-13 23:59:59,type_1,38880,30920000
A140112,B-6128,P01-da3626cf-a01f-46b6-be2b-caf1846728aa,City_61,City_54,2022-04-07 23:59:59,2022-04-13 23:59:59,type_1,38880,30920000
A140112,B-6128,P01-6b71ea76-55bb-41c7-b43a-b38928b2d204,City_61,City_54,2022-04-07 23:59:59,2022-04-13 23:59:59,type_1,38880,30920000
A140112,B-6128,P01-84ac394c-9f34-48e7-bd15-76f92120b624,City_61,City_54,2022-04-07 23:59:59,2022-04-13 23:59:59,type_1,38880,30920000
A140112,B-6128,P01-17b96026-2b07-4914-9383-30cf28586b1c,City_61,City_54,2022-04-07 23:59:59,2022-04-13 23:59:59,type_1,38880,30920000
